book,bookLabel,title,authorLabel
http://www.wikidata.org/entity/Q3237010,Act of Passion,Lettre à mon juge,Georges Simenon
http://www.wikidata.org/entity/Q3212510,The Hive,La colmena,Camilo José Cela
http://www.wikidata.org/entity/Q3212917,Q3212917,La Soupe aux choux,René Fallet
http://www.wikidata.org/entity/Q3207492,The Lost City of Z,The Lost City of Z,David Grann
http://www.wikidata.org/entity/Q3223978,Q3223978,,Herbjørg Wassmo
http://www.wikidata.org/entity/Q3225240,The Perfume of the Lady in Black,Le Parfum de la dame en noir,Gaston Leroux
http://www.wikidata.org/entity/Q3276113,Marathon Man,Marathon Man,William Goldman
http://www.wikidata.org/entity/Q3206592,Fine Things,Fine Things,Danielle Steel
http://www.wikidata.org/entity/Q3281349,Rum Punch,,Elmore Leonard
http://www.wikidata.org/entity/Q3235556,The Adventure of the Six Napoleons,The Adventure of the Six Napoleons,Arthur Conan Doyle
http://www.wikidata.org/entity/Q3278431,The Manchurian Candidate,The Manchurian Candidate,Richard Condon
http://www.wikidata.org/entity/Q3211241,Night of January 16th,,Ayn Rand
http://www.wikidata.org/entity/Q3231594,The Wave,The Wave,Todd Strasser
http://www.wikidata.org/entity/Q3203957,L'Hôtel du Nord,L'Hôtel du Nord,Eugène Dabit
http://www.wikidata.org/entity/Q3274167,Notes on a Scandal,Notes on a Scandal,Zoë Heller
http://www.wikidata.org/entity/Q3207178,The Officers' Ward,La chambre des officiers,Marc Dugain
http://www.wikidata.org/entity/Q3203859,The Watchmaker of Everton,L'Horloger d'Everton,Georges Simenon
http://www.wikidata.org/entity/Q3227753,The Train,Le Train,Georges Simenon
http://www.wikidata.org/entity/Q3275960,Mademoiselle de Maupin,Mademoiselle de Maupin,Théophile Gautier
http://www.wikidata.org/entity/Q3220551,The Scapegoat,The Scapegoat,Daphne du Maurier
http://www.wikidata.org/entity/Q3210457,Q3210457,La Maladie de Sachs,Martin Winckler
http://www.wikidata.org/entity/Q3234552,Good Little Girls,Les Petites Filles modèles,"Sophie Rostopchine, Comtesse de Ségur"
http://www.wikidata.org/entity/Q3209669,War of the Buttons,La Guerre des boutons,Louis Pergaud
http://www.wikidata.org/entity/Q3224080,Loner,Бирюк,Ivan Turgenev
http://www.wikidata.org/entity/Q3212712,La San-Felice,La San-Felice,Alexandre Dumas
http://www.wikidata.org/entity/Q3211930,One for the Money,One for the Money,Janet Evanovich
http://www.wikidata.org/entity/Q3231500,Intersection,Les Choses de la vie,Paul Guimard
http://www.wikidata.org/entity/Q3236040,The Green Years,The Green Years,A. J. Cronin
http://www.wikidata.org/entity/Q3231290,Magic Tree House series,Magic Tree House series,Mary Pope Osborne
http://www.wikidata.org/entity/Q3224952,Contempt,Il disprezzo,Alberto Moravia
http://www.wikidata.org/entity/Q3235421,Road to Perdition,,Max Allan Collins
http://www.wikidata.org/entity/Q3233504,The Reivers,The Reivers,William Faulkner
http://www.wikidata.org/entity/Q3209703,The Quest for Fire,La Guerre du feu,J.-H. Rosny aîné
http://www.wikidata.org/entity/Q3221362,I Capture the Castle,I Capture the Castle,Dodie Smith
http://www.wikidata.org/entity/Q3221562,Kiss the Girls,Kiss the Girls,James Patterson
http://www.wikidata.org/entity/Q3228304,Q3228304,Le Voyageur de la Toussaint,Georges Simenon
http://www.wikidata.org/entity/Q3226565,The Erl-King,Le Roi des aulnes,Michel Tournier
http://www.wikidata.org/entity/Q3266932,Strawberry Shortcakes,,Kiriko Nananan
http://www.wikidata.org/entity/Q3274195,The Naked Face,The Naked Face,Sidney Sheldon
http://www.wikidata.org/entity/Q3277180,Bhowani Junction,,John Masters
http://www.wikidata.org/entity/Q3207685,The Countess of Cagliostro,La Comtesse de Cagliostro,Maurice Leblanc
http://www.wikidata.org/entity/Q3202572,Jamaica Inn,Jamaica Inn,Daphne du Maurier
http://www.wikidata.org/entity/Q3205407,Beyond This Place,Beyond This Place,A. J. Cronin
http://www.wikidata.org/entity/Q3230989,Les Belles-sœurs,Les Belles-sœurs,Michel Tremblay
http://www.wikidata.org/entity/Q3232830,The Corsican Brothers,Les Frères corses,Alexandre Dumas
http://www.wikidata.org/entity/Q3213980,Q3213980,La Vérité sur Bébé Donge,Georges Simenon
http://www.wikidata.org/entity/Q3234798,The Life and Loves of a She-Devil,The Life and Loves of a She-Devil,Fay Weldon
http://www.wikidata.org/entity/Q3235072,White Oleander,White Oleander,Janet Fitch
http://www.wikidata.org/entity/Q3227781,Le Transperceneige,,Benjamin Legrand
http://www.wikidata.org/entity/Q3212134,Bébo's Girl,La ragazza di Bube,Carlo Cassola
http://www.wikidata.org/entity/Q3225117,The Holcroft Covenant,The Holcroft Covenant,Robert Ludlum
http://www.wikidata.org/entity/Q3207393,La Châtelaine du Liban,La Châtelaine du Liban,Pierre Benoît
http://www.wikidata.org/entity/Q3221843,Tropic Moon,Coup de Lune,Georges Simenon
http://www.wikidata.org/entity/Q3236488,Les Âmes fortes,Les Âmes fortes,Jean Giono
http://www.wikidata.org/entity/Q3283839,Thank You for Smoking,Thank You for Smoking,Christopher Buckley
http://www.wikidata.org/entity/Q3202551,Dawn,,Elie Wiesel
http://www.wikidata.org/entity/Q3224059,The Tenant,Le Locataire chimérique,Roland Topor
http://www.wikidata.org/entity/Q3203628,Q3203628,L’homme de Londres,Georges Simenon
http://www.wikidata.org/entity/Q3266450,Vanina Vanini,Vanina Vanini,Stendhal
http://www.wikidata.org/entity/Q3202787,Q3202787,L'Aîné des Ferchaux,Georges Simenon
http://www.wikidata.org/entity/Q3280221,The Bomber,Sprängaren,Liza Marklund
http://www.wikidata.org/entity/Q3202770,The Devil's Advocate,The Devil's Advocate,Morris West
http://www.wikidata.org/entity/Q3246419,Le Capitan,Le Capitan,Michel Zevaco
http://www.wikidata.org/entity/Q3202732,Adventure,Adventure,Jack London
http://www.wikidata.org/entity/Q3203961,L'Hôtel du libre échange,,Maurice Desvallières
http://www.wikidata.org/entity/Q3212518,Q3212518,La Rue Cases-Nègres,Joseph Zobel
http://www.wikidata.org/entity/Q3221851,The Ax,,Donald E. Westlake
http://www.wikidata.org/entity/Q3283324,O Terceiro Travesseiro,O Terceiro Travesseiro,
http://www.wikidata.org/entity/Q3203979,L'Idiote,,Marcel Achard
http://www.wikidata.org/entity/Q3282044,O Crime do Padre Amaro,O Crime do Padre Amaro,José Maria de Eça de Queirós
http://www.wikidata.org/entity/Q3243512,K-PAX,K-PAX,Gene Brewer
http://www.wikidata.org/entity/Q3268056,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",James Hilton
http://www.wikidata.org/entity/Q3222160,Le Dernier Mitterrand,,Georges-Marc Benamou
http://www.wikidata.org/entity/Q3223617,Bid Time Return,Bid Time Return,Richard Matheson
http://www.wikidata.org/entity/Q3258147,Bee Season,Bee Season,Myla Goldberg
http://www.wikidata.org/entity/Q3208184,La Dentellière,La Dentellière,Pascal Lainé
http://www.wikidata.org/entity/Q3230387,"Farewell, My Queen",Les Adieux à la reine,Chantal Thomas
http://www.wikidata.org/entity/Q3761739,Battle Royale,バトル・ロワイアル,Koushun Takami
http://www.wikidata.org/entity/Q3829007,Out,,Natsuo Kirino
http://www.wikidata.org/entity/Q3799357,Intensity,Intensity,Dean Koontz
http://www.wikidata.org/entity/Q3691280,Peter the Great's Negro,Ара́п Петра́ Вели́кого,Alexander Pushkin
http://www.wikidata.org/entity/Q3835882,Morality Play,Morality Play,Barry Unsworth
http://www.wikidata.org/entity/Q3818804,Cop Hater,,Evan Hunter
http://www.wikidata.org/entity/Q3795149,Little Big Man,Little Big Man,Thomas Louis Berger
http://www.wikidata.org/entity/Q3821099,The African Queen,,C. S. Forester
http://www.wikidata.org/entity/Q3822073,See No Evil,See No Evil,Robert Baer
http://www.wikidata.org/entity/Q3819493,Pascali's Island,Pascali's Island,Barry Unsworth
http://www.wikidata.org/entity/Q3770524,The Front Page,,Ben Hecht
http://www.wikidata.org/entity/Q3824663,Fer-de-Lance,Fer-de-Lance,Rex Stout
http://www.wikidata.org/entity/Q3822155,The Woman in Black,,Susan Hill
http://www.wikidata.org/entity/Q3793700,Paris Trout,Paris Trout,Pete Dexter
http://www.wikidata.org/entity/Q3713427,Don't Drink the Water,,Woody Allen
http://www.wikidata.org/entity/Q3869162,Mysterious Skin,,Scott Heim
http://www.wikidata.org/entity/Q3801159,Me and You,Io e te,Niccolò Ammaniti
http://www.wikidata.org/entity/Q3791386,The Space Vampires,The Space Vampires,Colin Wilson
http://www.wikidata.org/entity/Q3740074,"Bill Bergson, Master Detective",,Astrid Lindgren
http://www.wikidata.org/entity/Q3820039,The Iron Man,The Iron Man,Ted Hughes
http://www.wikidata.org/entity/Q3855566,Q3855566,,Vasco Pratolini
http://www.wikidata.org/entity/Q3684069,Stray Dogs,,John Ridley
http://www.wikidata.org/entity/Q3733542,Savages,,Don Winslow
http://www.wikidata.org/entity/Q3822742,The League of Frightened Men,The League of Frightened Men,Rex Stout
http://www.wikidata.org/entity/Q3793923,The Blackwater Lightship,The Blackwater Lightship,Colm Tóibín
http://www.wikidata.org/entity/Q3818282,Black Alibi,,Cornell Woolrich
http://www.wikidata.org/entity/Q3826548,Summer Lightning,Summer Lightning,P. G. Wodehouse
http://www.wikidata.org/entity/Q3823262,Death Takes an Holiday,La Morte in vacanza,Alberto Casella
http://www.wikidata.org/entity/Q3734045,Billy Bathgate,Billy Bathgate,E. L. Doctorow
http://www.wikidata.org/entity/Q3791165,I predoni del Sahara,I predoni del Sahara,Emilio Salgari
http://www.wikidata.org/entity/Q3820624,The 25th Hour,The 25th Hour,David Benioff
http://www.wikidata.org/entity/Q3793647,The Body,,Richard Sapir
http://www.wikidata.org/entity/Q3740571,Emmanuelle,Emmanuelle,Emmanuelle Arsan
http://www.wikidata.org/entity/Q3742778,Rasmus and the Tramp,Rasmus på luffen,Astrid Lindgren
http://www.wikidata.org/entity/Q3821638,"Gone, Baby, Gone","""Gone, Baby, Gone""",Dennis Lehane
http://www.wikidata.org/entity/Q3739350,Dead Mountaineer's Hotel,,Boris Strugatsky
http://www.wikidata.org/entity/Q3824874,Barney's Version,Barney's Version,Mordecai Richler
http://www.wikidata.org/entity/Q3870578,Born Free,,Joy Adamson
http://www.wikidata.org/entity/Q3821163,The Silver Chalice,The Silver Chalice,Thomas B. Costain
http://www.wikidata.org/entity/Q3661792,Casino: Love and Honor in Las Vegas,Casino: Love and Honor in Las Vegas,Nicholas Pileggi
http://www.wikidata.org/entity/Q3793101,Q3793101,Il bell'Antonio,Vitaliano Brancati
http://www.wikidata.org/entity/Q3754045,Escape from Alcatraz,Escape from Alcatraz,J. Campbell Bruce
http://www.wikidata.org/entity/Q3772017,The Sneetches and Other Stories,The Sneetches and Other Stories,Dr. Seuss
http://www.wikidata.org/entity/Q3822255,The Story of the Trapp Family Singers,,Maria von Trapp
http://www.wikidata.org/entity/Q3822780,The Legend of Bagger Vance,The Legend of Bagger Vance,Steven Pressfield
http://www.wikidata.org/entity/Q3791674,Ichi the Killer,,Hideo Yamamoto
http://www.wikidata.org/entity/Q3680879,Clockers,Clockers,Richard Price
http://www.wikidata.org/entity/Q3827719,Laura,Ring Twice for Laura (serial title),Vera Caspary
http://www.wikidata.org/entity/Q3823559,The Piano Teacher,Die Klavierspielerin,Elfriede Jelinek
http://www.wikidata.org/entity/Q3819968,Q3819968,,Guillaume Musso
http://www.wikidata.org/entity/Q3819311,The Haunting of Hill House,The Haunting of Hill House,Shirley Jackson
http://www.wikidata.org/entity/Q3828475,Sharpe's Eagle,Sharpe's Eagle,Bernard Cornwell
http://www.wikidata.org/entity/Q3738217,Hart's War,,John Katzenbach
http://www.wikidata.org/entity/Q3698431,Two Brothers,,Vasco Pratolini
http://www.wikidata.org/entity/Q3822730,The Blue Lagoon,,Henry De Vere Stacpoole
http://www.wikidata.org/entity/Q3801260,My Side of the Mountain,My Side of the Mountain,Jean Craighead George
http://www.wikidata.org/entity/Q3874789,The Golden Spiders,The Golden Spiders,Rex Stout
http://www.wikidata.org/entity/Q3820015,The Man with the Golden Arm,The Man with the Golden Arm,Nelson Algren
http://www.wikidata.org/entity/Q3740328,The Cat and the Canary,,John Willard
http://www.wikidata.org/entity/Q3823287,Lot No. 249,Lot No. 249,Arthur Conan Doyle
http://www.wikidata.org/entity/Q3813603,Poema de Fernán González,Poema de Fernán González,
http://www.wikidata.org/entity/Q3878170,Don't Move,Non ti muovere,Margaret Mazzantini
http://www.wikidata.org/entity/Q3824394,The Screaming Mimi,The Screaming Mimi,Fredric Brown
http://www.wikidata.org/entity/Q3793880,Doubt: A Parable,,John Patrick Shanley
http://www.wikidata.org/entity/Q3824008,Some Must Watch,,Ethel Lina White
http://www.wikidata.org/entity/Q3795005,Waterland,Waterland,Graham Swift
http://www.wikidata.org/entity/Q3818271,The Halloween Tree,The Halloween Tree,Ray Bradbury
http://www.wikidata.org/entity/Q3881939,Beyond the Rocks,,Elinor Glyn
http://www.wikidata.org/entity/Q3773562,Gorky Park,Gorky Park,Martin Cruz Smith
http://www.wikidata.org/entity/Q3764753,Train to Pakistan,Train to Pakistan,Khushwant Singh
http://www.wikidata.org/entity/Q3823857,The Queen of the Caribbean,La regina dei Caraibi,Emilio Salgari
http://www.wikidata.org/entity/Q3822159,The Left-Handed Woman,Die linkshändige Frau,Peter Handke
http://www.wikidata.org/entity/Q3824693,The Truce,La tregua,Primo Levi
http://www.wikidata.org/entity/Q3790835,Sharpe's Rifles,Sharpe's Rifles,Bernard Cornwell
http://www.wikidata.org/entity/Q3795929,Before the Fact,Before the Fact,Anthony Berkeley Cox
http://www.wikidata.org/entity/Q3853685,Detective Conan,名探偵コナン,Gosho Aoyama
http://www.wikidata.org/entity/Q3711278,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,Helen Fielding
http://www.wikidata.org/entity/Q3823224,The Mountain of Light,La Montagna di luce,Emilio Salgari
http://www.wikidata.org/entity/Q3821684,House of Sand and Fog,House of Sand and Fog,Andre Dubus III
http://www.wikidata.org/entity/Q3824759,Trent's Last Case,,Edmund Clerihew Bentley
http://www.wikidata.org/entity/Q3847136,Marie Antoinette: The Journey,,Antonia Fraser
http://www.wikidata.org/entity/Q3793766,The Diary of Ellen Rimbauer: My Life at Rose Red,The Diary of Ellen Rimbauer: My Life at Rose Red,Ridley Pearson
http://www.wikidata.org/entity/Q3793934,Restoration,Restoration,Rose Tremain
http://www.wikidata.org/entity/Q3739350,Dead Mountaineer's Hotel,,Arkady Strugatsky
http://www.wikidata.org/entity/Q3790778,Tough Guys Don't Dance,Tough Guys Don't Dance,Norman Mailer
http://www.wikidata.org/entity/Q3759607,Demon Seed,Demon Seed,Dean Koontz
http://www.wikidata.org/entity/Q3743406,The Doorbell Rang,The Doorbell Rang,Rex Stout
http://www.wikidata.org/entity/Q3873258,The Short-Timers,The Short-Timers,Gustav Hasford
http://www.wikidata.org/entity/Q3705069,Green for Danger,Green for Danger,Christianna Brand
http://www.wikidata.org/entity/Q3878483,The Lawnmower Man,,Stephen King
http://www.wikidata.org/entity/Q3818979,The Big Clock,,Kenneth Fearing
http://www.wikidata.org/entity/Q3819696,Sharpe's Gold,Sharpe's Gold,Bernard Cornwell
http://www.wikidata.org/entity/Q3819831,On the Beach,On the Beach,Nevil Shute
http://www.wikidata.org/entity/Q3793322,The Loved One,The Loved One,Evelyn Waugh
http://www.wikidata.org/entity/Q3711278,Bridget Jones: The Edge of Reason,Bridget Jones: The Edge of Reason,Kurt Bächtold
http://www.wikidata.org/entity/Q3735240,Midnight Express,,Billy Hayes
http://www.wikidata.org/entity/Q3770524,The Front Page,,Charles MacArthur
http://www.wikidata.org/entity/Q3791032,The Mystery of the Black Jungle,I misteri della jungla nera,Emilio Salgari
http://www.wikidata.org/entity/Q3833282,The Outfit,,Donald E. Westlake
http://www.wikidata.org/entity/Q3696430,Craig's Wife,,George Kelly
http://www.wikidata.org/entity/Q4241470,Disco Bloodbath,Disco Bloodbath,James St. James
http://www.wikidata.org/entity/Q3942329,Amalia,Amalia,José Mármol
http://www.wikidata.org/entity/Q4011103,Vice Versa,Viceversa,Thomas Anstey Guthrie
http://www.wikidata.org/entity/Q4004281,A Handful of Dust,A Handful of Dust,Evelyn Waugh
http://www.wikidata.org/entity/Q4373175,Sometimes a Great Notion,Sometimes a Great Notion,Ken Kesey
http://www.wikidata.org/entity/Q3992374,Topaz,,Ryū Murakami
http://www.wikidata.org/entity/Q4175473,The Little Sister,The Little Sister,Raymond Chandler
http://www.wikidata.org/entity/Q4120049,Tarantula,Mygale,Thierry Jonquet
http://www.wikidata.org/entity/Q4223128,Chattery Teeth,,Stephen King
http://www.wikidata.org/entity/Q3999988,Goodbye Tsugumi,,Banana Yoshimoto
http://www.wikidata.org/entity/Q4179366,Something Borrowed,Something Borrowed,Emily Giffin
http://www.wikidata.org/entity/Q4348667,The Railway Series,The Railway Series,Christopher Awdry
http://www.wikidata.org/entity/Q3900130,The Case of the Velvet Claws,The Case of the Velvet Claws,Erle Stanley Gardner
http://www.wikidata.org/entity/Q4220993,Kyoko,,Ryū Murakami
http://www.wikidata.org/entity/Q4376382,A Holiday Dream Before Dinner,,Alexander Ostrovsky
http://www.wikidata.org/entity/Q4348667,The Railway Series,The Railway Series,Wilbert Awdry
http://www.wikidata.org/entity/Q4354847,Force 10 From Navarone,Force 10 From Navarone,Alistair MacLean
http://www.wikidata.org/entity/Q4006803,Utz,Utz,Bruce Chatwin
http://www.wikidata.org/entity/Q4224713,The Jane Austen Book Club,The Jane Austen Book Club,Karen Joy Fowler
http://www.wikidata.org/entity/Q4305774,Wise Blood,Wise Blood,Flannery O'Connor
http://www.wikidata.org/entity/Q4053881,The Dawns Here Are Quiet,А зори здесь тихие…,Boris Vasilyev
http://www.wikidata.org/entity/Q3940771,Romanzo Criminale,Romanzo criminale,Giancarlo De Cataldo
http://www.wikidata.org/entity/Q4348077,The Thin Red Line,The Thin Red Line,James Jones
http://www.wikidata.org/entity/Q3998257,Closely Watched Trains,,Bohumil Hrabal
http://www.wikidata.org/entity/Q4003583,An Awfully Big Adventure,An Awfully Big Adventure,Beryl Bainbridge
http://www.wikidata.org/entity/Q4062545,Allan Quatermain,Allan Quatermain,H. Rider Haggard
http://www.wikidata.org/entity/Q4019256,What Every Woman Knows,,J. M. Barrie
http://www.wikidata.org/entity/Q4123503,Q4123503,Волкодав,Maria Semyonova
http://www.wikidata.org/entity/Q3902680,Picnic at Hanging Rock,,Joan Lindsay
http://www.wikidata.org/entity/Q3978307,Suspiria de Profundis,Suspiria de Profundis,Thomas De Quincey
http://www.wikidata.org/entity/Q4117102,Funeral in Berlin,Funeral in Berlin,Len Deighton
http://www.wikidata.org/entity/Q4336884,Touching the Void,Touching the Void,Joe Simpson
http://www.wikidata.org/entity/Q4024387,Auntie Mame,Auntie Mame,Patrick Dennis
http://www.wikidata.org/entity/Q4239351,Red Devils,,Pavel Blyakhin
http://www.wikidata.org/entity/Q4154359,The Phantom Lady,La dama duende,Pedro Calderón de la Barca
http://www.wikidata.org/entity/Q4172545,A Bright Shining Lie,A Bright Shining Lie,Neil Sheehan
http://www.wikidata.org/entity/Q3953393,Q3953393,Scusa ma ti chiamo amore,Federico Moccia
http://www.wikidata.org/entity/Q4101804,Blue City,Blue City,Ross Macdonald
http://www.wikidata.org/entity/Q4130975,Imagining Argentina,Imagining Argentina,Lawrence Thornton
http://www.wikidata.org/entity/Q4241308,Christopher and His Kind,Christopher and His Kind,Christopher Isherwood
http://www.wikidata.org/entity/Q4167396,The Gruffalo's Child,The Gruffalo's Child,Julia Donaldson
http://www.wikidata.org/entity/Q4153662,Q4153662,,Aleksandr Gladkov
http://www.wikidata.org/entity/Q4261611,Lilac Ball,,Kir Bulychev
http://www.wikidata.org/entity/Q3960523,Silence,沈黙,Shūsaku Endō
http://www.wikidata.org/entity/Q4150572,Trucks,,Stephen King
http://www.wikidata.org/entity/Q4033131,A Drifting Life,A Drifting Life,Yoshihiro Tatsumi
http://www.wikidata.org/entity/Q4229137,Adjustment Team,,Philip K. Dick
http://www.wikidata.org/entity/Q3902626,Little Men: Life at Plumfield with Jo’s Boys,Little Men,Louisa May Alcott
http://www.wikidata.org/entity/Q4009999,True Confessions,True Confessions,John Gregory Dunne
http://www.wikidata.org/entity/Q4004484,Full of Life,,John Fante
http://www.wikidata.org/entity/Q4009488,Vengeance (Jonas book),Vengeance: The True Story of an Israeli Counter-Terrorist Team,George Jonas
http://www.wikidata.org/entity/Q4383533,A Kiss Before Dying,Kiss Before Dying,Ira Levin
http://www.wikidata.org/entity/Q4235908,The Cat from Hell,,Stephen King
http://www.wikidata.org/entity/Q3910214,Brown's Requiem,Brown's Requiem,James Ellroy
http://www.wikidata.org/entity/Q4043834,Dersu Uzala,,Vladimir Arsenyev
http://www.wikidata.org/entity/Q4288844,The Go-Between,The Go-Between,L. P. Hartley
http://www.wikidata.org/entity/Q4263717,A Day in the Death of Joe Egg,,Peter Nichols
http://www.wikidata.org/entity/Q3927678,That Awful Mess on Via Merulana,Quer pasticciaccio brutto de via Merulana,Carlo Emilio Gadda
http://www.wikidata.org/entity/Q3997970,When the Bough Breaks,When the Bough Breaks,Jonathan Kellerman
http://www.wikidata.org/entity/Q4167647,The Shooting Party,Драма на охоте,Anton Chekhov
http://www.wikidata.org/entity/Q4004239,To the Devil a Daughter,,Dennis Wheatley
http://www.wikidata.org/entity/Q3899585,Forever in Blue: The Fourth Summer of the Sisterhood,Forever in Blue: The Fourth Summer of the Sisterhood,Ann Brashares
http://www.wikidata.org/entity/Q3993374,Toomai of the Elephants,,Rudyard Kipling
http://www.wikidata.org/entity/Q3976843,On the Black Hill,On the Black Hill,Bruce Chatwin
http://www.wikidata.org/entity/Q4216302,My Life in France,My Life in France,Alex Prud'homme
http://www.wikidata.org/entity/Q4277687,Little Muck,Die Geschichte von dem kleinen Muck,Wilhelm Hauff
http://www.wikidata.org/entity/Q4010770,Leaving Las Vegas,Leaving Las Vegas,John O'Brien
http://www.wikidata.org/entity/Q4003988,A Patriot for Me,,John Osborne
http://www.wikidata.org/entity/Q4146331,Hot Snow,Горячий снег,Yuri Bondarev
http://www.wikidata.org/entity/Q4085748,Without a Dowry,Бесприданница,Alexander Ostrovsky
http://www.wikidata.org/entity/Q4281242,1 Litre no Namida,1リットルの涙 －難病と闘い続ける少女亜也の日記－,Aya Kitō
http://www.wikidata.org/entity/Q3902535,Piccadilly Jim,Piccadilly Jim,P. G. Wodehouse
http://www.wikidata.org/entity/Q3999038,Tristana,Tristana,Benito Pérez Galdós
http://www.wikidata.org/entity/Q3997030,Women on Their Own,Tra donne sole,Cesare Pavese
http://www.wikidata.org/entity/Q3964056,I Dreamed of Africa,,Kuki Gallmann
http://www.wikidata.org/entity/Q4114599,The Ransom of Red Chief,The Ransom of Red Chief,O. Henry
http://www.wikidata.org/entity/Q4003875,Someday This Pain Will Be Useful to You,Someday This Pain Will Be Useful to You,Peter Cameron
http://www.wikidata.org/entity/Q4335509,An Optimistic Tragedy,Оптимистическая трагедия,Vsevolod Vishnevsky
http://www.wikidata.org/entity/Q3987496,The Heart of Maryland,,David Belasco
http://www.wikidata.org/entity/Q4011187,Safe Haven,Safe Haven (novel),Nicholas Sparks
http://www.wikidata.org/entity/Q4337552,The Great Train Robbery,The Great Train Robbery,Michael Crichton
http://www.wikidata.org/entity/Q4105644,Up the Down Staircase,Up the Down Staircase,Bel Kaufman
http://www.wikidata.org/entity/Q4160179,A Gentleman of Leisure,A Gentleman of Leisure,P. G. Wodehouse
http://www.wikidata.org/entity/Q3983329,A Time to Kill,Tempo di uccidere,Ennio Flaiano
http://www.wikidata.org/entity/Q4353727,Running with Scissors,Running with Scissors,Augusten Burroughs
http://www.wikidata.org/entity/Q3921864,1st to Die,1st to Die,James Patterson
http://www.wikidata.org/entity/Q4216302,My Life in France,My Life in France,Julia Child
http://www.wikidata.org/entity/Q4135545,Henry IV,Henry IV,William Shakespeare
http://www.wikidata.org/entity/Q4377109,The Prize of Peril,The Prize of Peril,Robert Sheckley
http://www.wikidata.org/entity/Q4251485,Riki-Oh,,Masahiko Takajō
http://www.wikidata.org/entity/Q4179356,"What You Seek, You Will Find (The Marriage of          Balzaminov)","За чем пойдёшь, то и найдёшь. Женитьба Бальзаминова",Alexander Ostrovsky
http://www.wikidata.org/entity/Q3935111,Along Came a Spider,Along Came a Spider,James Patterson
http://www.wikidata.org/entity/Q4345727,The Little Engine That Could,The Little Engine That Could,Arnold Munk
http://www.wikidata.org/entity/Q4371010,Midnight Cowboy,Midnight Cowboy,James Leo Herlihy
http://www.wikidata.org/entity/Q4003924,A Month in the Country,A Month in the Country,J. L. Carr
http://www.wikidata.org/entity/Q4233767,The Kingdom of Crooked Mirrors,,Vitali Gubarev
http://www.wikidata.org/entity/Q4028807,1408,,Stephen King
http://www.wikidata.org/entity/Q4334882,Q4334882,Они сражались за Родину,Mikhail Sholokhov
http://www.wikidata.org/entity/Q4281242,1 Litre no Namida,1リットルの涙,Aya Kitō
http://www.wikidata.org/entity/Q4003702,Q4003702,Un bellissimo novembre,Ercole Patti
http://www.wikidata.org/entity/Q4738435,"Always Outnumbered, Always Outgunned","""Always Outnumbered, Always Outgunned""",Walter Mosley
http://www.wikidata.org/entity/Q4875849,Beaches,Beaches,Iris Rainer Dart
http://www.wikidata.org/entity/Q4448863,Q4448863,,
http://www.wikidata.org/entity/Q4657496,A Jest of God,,Margaret Laurence
http://www.wikidata.org/entity/Q4659998,A Taste of Honey,A Taste of Honey,Shelagh Delaney
http://www.wikidata.org/entity/Q4676473,Across the Bridge,,Graham Greene
http://www.wikidata.org/entity/Q4811923,Asuravithu,,M. T. Vasudevan Nair
http://www.wikidata.org/entity/Q4551661,The Queen of Spades,Пиковая дама,Alexander Pushkin
http://www.wikidata.org/entity/Q4655659,A Bronx Tale,,Chazz Palminteri
http://www.wikidata.org/entity/Q4762062,Angel,,Elizabeth Taylor
http://www.wikidata.org/entity/Q4812392,At Play in the Fields of the Lord,At Play in the Fields of the Lord,Peter Matthiessen
http://www.wikidata.org/entity/Q4778395,Anywhere But Here,Anywhere But Here,Mona Simpson
http://www.wikidata.org/entity/Q4764055,"Angus, Thongs and Full-Frontal Snogging",,Louise Rennison
http://www.wikidata.org/entity/Q4804888,Ashes and Diamonds,Popiół i diament,Jerzy Andrzejewski
http://www.wikidata.org/entity/Q4690649,After the Hole,,Guy Burt
http://www.wikidata.org/entity/Q4877341,Beau Brocade,,Emma Orczy
http://www.wikidata.org/entity/Q4730108,All the Brothers Were Valiant,All the Brothers Were Valiant,Ben Ames Williams
http://www.wikidata.org/entity/Q4829745,Awakenings,Awakenings,Oliver Sacks
http://www.wikidata.org/entity/Q4762071,Angel Angel,Angel Angel,April Stevens
http://www.wikidata.org/entity/Q4686819,Advise and Consent,Advise and Consent,Allen Drury
http://www.wikidata.org/entity/Q4669785,Absolute Power,Absolute Power,David Baldacci
http://www.wikidata.org/entity/Q4659527,A Simple Plan,A Simple Plan,Scott Smith
http://www.wikidata.org/entity/Q4501687,Captain Blood Returns,,Rafael Sabatini
http://www.wikidata.org/entity/Q4455190,Theophilus North,Theophilus North,Thornton Wilder
http://www.wikidata.org/entity/Q4843210,Baifa Monü Zhuan,白髮魔女傳,Liang Yusheng
http://www.wikidata.org/entity/Q4835233,The Ice Storm,The Ice Storm,Rick Moody
http://www.wikidata.org/entity/Q4819963,Audition,オーディション,Ryū Murakami
http://www.wikidata.org/entity/Q4911990,Billion Dollar Brain,Billion Dollar Brain,Len Deighton
http://www.wikidata.org/entity/Q4927913,Bloodbrothers,Bloodbrothers,Richard Price
http://www.wikidata.org/entity/Q4883824,Belles on Their Toes,Belles on Their Toes,Ernestine Gilbreth Carey
http://www.wikidata.org/entity/Q4788801,Aren't We All?,,Frederick Lonsdale
